code_ies,name_ies,initials,county,state,academic_organization,category,url
2613,Centro Universitário Estácio Meta de Rio Branco Estácio (UNIMETA),UNIMETA,Rio Branco,AC,Centro Universitário,Privada,www.fameta.edu.br
2132,CENTRO UNIVERSITÁRIO UNINORTE,-,Rio Branco,AC,Centro Universitário,Privada,www.uninorteac.com.br
2343,Centro Universitário U:VERSE,-,Rio Branco,AC,Centro Universitário,Privada,www.uverse.com.vc
2072,FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL (IEVAL),IEVAL,Cruzeiro do Sul,AC,Faculdade,Privada,http://reges.com.br/ieval/
4836,FACULDADE DE EDUCAÇÃO ACRIANA EUCLIDES DA CUNHA (INEC),INEC,Rio Branco,AC,Faculdade,Privada,www.euclidesdacunha.edu.br
3587,FACULDADE DIOCESANA SÃO JOSÉ (FADISI),FADISI,Rio Branco,AC,Faculdade,Privada,www.fadisi.com.br
15507,"Instituto Federal de Educação, Ciência e Tecnologia do Acre (IFAC)",IFAC,Rio Branco,AC,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifac.edu.br
24547,ITPAC CRUZEIRO DO SUL (ITPAC - CZ),ITPAC - CZ,Cruzeiro do Sul,AC,Faculdade,Privada,https://cruzeirodosul.itpac.br
3675,Sinal Faculdade de Ciências Humanas e Sociais (SINAL),SINAL,Rio Branco,AC,Faculdade,Privada,www.sinalfaculdade.com.br
18650,UNAMA FACULDADE DA AMAZÔNIA DE RIO BRANCO (FMN RIO BRANCO),FMN RIO BRANCO,Rio Branco,AC,Faculdade,Privada,www.mauriciodenassau.edu.br
549,UNIVERSIDADE FEDERAL DO ACRE (UFAC),UFAC,Rio Branco,AC,Universidade,Publica,http://www.ufac.br
25624,CEDDU - CENTRO DE ENSINO SUPERIOR (CEDDU),CEDDU,Cacimbinhas,AL,Faculdade,Privada,www.ceddu.com.br
621,CENTRO UNIVERSITÁRIO CESMAC (CESMAC),CESMAC,Maceió,AL,Centro Universitário,Privada,www.cesmac.com.br
1965,Centro Universitário Mario Pontes Jucá (UMJ),UMJ,Maceió,AL,Centro Universitário,Privada,www.umj.edu.br
1504,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ (UNINASSAUMACEI?),UNINASSAUMACEI?,Maceió,AL,Centro Universitário,Privada,www.uninassau.edu.br
20494,Faculdade Autônoma do Brasil - Maceió (FBR Maceió),FBR Maceió,Maceió,AL,Faculdade,Privada,www.nossafaculdade.com.br
17226,Faculdade Cesmac do Agreste (CESMAC Agreste),CESMAC Agreste,Arapiraca,AL,Faculdade,Privada,www.cesmac.com.br
17224,Faculdade Cesmac do Sertão (CESMAC Sertão),CESMAC Sertão,Palmeira dos Índios,AL,Faculdade,Privada,www.cesmac.edu.br
1051,FACULDADE DA SEUNE (SEUNE),SEUNE,Maceió,AL,Faculdade,Privada,www.seune.edu.br
13944,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS (FAN),FAN,Maceió,AL,Faculdade,Privada,www.fan-edu.com.br
20099,"Faculdade de Direito, Ciências e Tecnologia Santa Maria Mada (FADICT)",FADICT,Maceió,AL,Faculdade,Privada,www.fadict.edu.br
4714,Faculdade de Ensino Regional Alternativa (FERA),FERA,Arapiraca,AL,Faculdade,Privada,www.fera-al.com.br
19951,FACULDADE DE GESTAO E NEGOCIOS DE MACEIO (FGN MACEIO),FGN MACEIO,Maceió,AL,Faculdade,Privada,www.fgn.edu.br
1637,FACULDADE DELMIRO GOUVEIA (FDG),FDG,Maceió,AL,Faculdade,Privada,https://www.famaalagoas.edu.br/
1298,Faculdade Estácio de Alagoas - Estácio FAL (ESTÁCIO FAL),ESTÁCIO FAL,Maceió,AL,Faculdade,Privada,www.estacio.br
2042,FACULDADE FIGUEIREDO COSTA - FIC,-,Maceió,AL,Faculdade,Privada,www.ficunifal.edu.br
14429,FACULDADE PITÁGORAS DE MACEIÓ,-,Maceió,AL,Faculdade,Privada,www.faculdadepitagoras.com.br/maceio
5228,FACULDADE RAIMUNDO MARINHO (FRM),FRM,Maceió,AL,Faculdade,Privada,www.frm.edu.br
2156,FACULDADE SÃO TOMÁS DE AQUINO (FACESTA),FACESTA,Palmeira dos Índios,AL,Faculdade,Privada,www.facesta.com.br
2642,FACULDADE SÃO VICENTE (FASVIPA),FASVIPA,Pão de Açúcar,AL,Faculdade,Privada,www.fasvipa.com.br
18648,Faculdade Uninassau Arapiraca,-,Arapiraca,AL,Faculdade,Privada,www.mauriciodenassau.edu.br
1956,FACULDADE UNIRB - ALAGOAS (F. UNIRB),F. UNIRB,Maceió,AL,Faculdade,Privada,www.unirb.edu.br
3182,Faculdade UNIRB - ARAPIRACA (F. UNIRB),F. UNIRB,Arapiraca,AL,Faculdade,Privada,www.unirb.edu.br
22420,FACULDADE UNIRB - MACEIO (Faculdade Unirb),Faculdade Unirb,Maceió,AL,Faculdade,Privada,www.unirb.edu.br
3004,INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA (IESC),IESC,Arapiraca,AL,Faculdade,Privada,www.isesc.edu.br
3160,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS (IFAL)",IFAL,Maceió,AL,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifal.edu.br
5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL (UNEAL),UNEAL,Arapiraca,AL,Universidade,Publica,www.uneal.edu.br
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL (UNCISAL),UNCISAL,Maceió,AL,Universidade,Publica,www.uncisal.edu.br
577,UNIVERSIDADE FEDERAL DE ALAGOAS (UFAL),UFAL,Maceió,AL,Universidade,Publica,www.ufal.edu.br
2147,Centro Universitário CEUNI - FAMETRO (FAMETRO),FAMETRO,Manaus,AM,Centro Universitário,Privada,www.fametro.edu.br
668,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS (CIESA),CIESA,Manaus,AM,Centro Universitário,Privada,www.ciesa.br
1422,CENTRO UNIVERSITÁRIO DO NORTE (UNINORTE),UNINORTE,Manaus,AM,Centro Universitário,Privada,http://www.uninorte.com.br
452,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS (CEULM/ULBRA),CEULM/ULBRA,Manaus,AM,Centro Universitário,Privada,www.ulbra.br/manaus
1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS (ESBAM),ESBAM,Manaus,AM,Faculdade,Privada,www.esbam.edu.br
21592,FACULDADE AMAZONAS,-,Manacapuru,AM,Faculdade,Privada,http://www.faculdadeamazonas.com.br/
3397,"FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS, SOCIAIS E BIOTECNOLÓGICAS (FBNCTSB)",FBNCTSB,Manaus,AM,Faculdade,Privada,www.fbnovas.edu.br
1592,FACULDADE DE ODONTOLOGIA DE MANAUS (FOM),FOM,Manaus,AM,Faculdade,Privada,www.fom.edu.br
15135,FACULDADE DE TECNOLOGIA SENAC AMAZONAS,-,Manaus,AM,Faculdade,Privada,www.am.senac.br/faculdade
1638,FACULDADE DO AMAZONAS (IAES),IAES,Manaus,AM,Faculdade,Privada,www.iaes.com.br
22246,"Faculdade do Amazonas de Ensino, Pesquisa e Inovação (FAMEPI)",FAMEPI,Manaus,AM,Faculdade,Privada,http://fundacaomatiasmachline.org.br/
4277,FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS (ESTÁCIO AMAZONAS),ESTÁCIO AMAZONAS,Manaus,AM,Faculdade,Privada,www.literatus.edu.br
2676,FACULDADE LA SALLE,-,Manaus,AM,Faculdade,Privada,www.lasalle.edu.br/faculdade/manaus
1381,Faculdade Martha Falcão Wyden (FMF Wyden),FMF Wyden,Manaus,AM,Faculdade,Privada,https://www.wyden.com.br/fmf
21819,FACULDADE REGIONAL DO AMAZONAS (FAM),FAM,Manaus,AM,Faculdade,Privada,www.fam-edu.com.br
2186,FACULDADE SALESIANA DOM BOSCO (FSDB),FSDB,Manaus,AM,Faculdade,Privada,http://www.fsdb.edu.br
18684,Faculdade Santa Teresa,-,Manaus,AM,Faculdade,Privada,http://www.faculdadesantateresa.edu.br/
20651,Faculdades IDAAM (IDAAM),IDAAM,Manaus,AM,Faculdade,Privada,www.idaam.edu.br
24211,Instituto Amazônico de Ensino Superior (IAMES),IAMES,Manaus,AM,Faculdade,Privada,www.iames.edu.br
2436,Instituto de Ensino Superior Brasileiro (ESB),ESB,Manaus,AM,Faculdade,Privada,esb.edu.br
1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI (CESF),CESF,Manaus,AM,Faculdade,Privada,www.fucapi.br
1906,INSTITUTO DE ENSINO SUPERIOR MATERDEI (IES-MATERDEI),IES-MATERDEI,Manaus,AM,Faculdade,Privada,www.iesmaterdei.com.br
1812,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAZONAS (IFAM)",IFAM,Manaus,AM,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,http://www2.ifam.edu.br/
24548,ITPAC ITACOATIARA (ITPAC ITA),ITPAC ITA,Itacoatiara,AM,Faculdade,Privada,www.itacoatiara.afya.com.br
24551,ITPAC MANACAPURU (ITPAC MANACA),ITPAC MANACA,Manacapuru,AM,Faculdade,Privada,www.itpacmanacapuru.afya.com.br
3172,UNIVERSIDADE DO ESTADO DO AMAZONAS (UEA),UEA,Manaus,AM,Universidade,Publica,www.uea.edu.br
4,UNIVERSIDADE FEDERAL DO AMAZONAS (UFAM),UFAM,Manaus,AM,Universidade,Publica,www.ufam.edu.br
669,UNIVERSIDADE NILTON LINS (UNINILTONLINS),UNINILTONLINS,Manaus,AM,Universidade,Privada,www.niltonlins.br
861,CENTRO DE ENSINO SUPERIOR DO AMAPÁ (CEAP),CEAP,Macapá,AP,Faculdade,Privada,www.ceap.br
3977,FACULDADE DE TECNOLOGIA DO AMAPÁ (META),META,Macapá,AP,Faculdade,Privada,www.meta.edu.br
2069,FACULDADE DE TEOLOGIA E CIÊNCIAS HUMANAS (FATECH),FATECH,Macapá,AP,Faculdade,Privada,faculdadefatech.com.br
2380,Faculdade Estácio do Amapá - Estácio Amapá (ESTÁCIO AMAPÁ),ESTÁCIO AMAPÁ,Macapá,AP,Faculdade,Privada,www.estacio.br
1591,FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ (ESTÁCIO MACAPÁ),ESTÁCIO MACAPÁ,Macapá,AP,Faculdade,Privada,portal.estacio.br/unidades
3769,FACULDADE MADRE TEREZA (FAMAT),FAMAT,Santana,AP,Faculdade,Privada,http://www.grupomadretereza.com.br
1823,INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ (IESAP),IESAP,Macapá,AP,Faculdade,Privada,www.iesap.edu.br
15522,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ (IFAP)",IFAP,Macapá,AP,"Instituto Federal de Educação, Ciência e Tecnologia",Publica,www.ifap.edu.br
2469,INSTITUTO MACAPAENSE DE ENSINO SUPERIOR (IMMES),IMMES,Macapá,AP,Faculdade,Privada,www.immes.com.br
18672,Unama Faculdade da Amazônia de Macapá,-,Macapá,AP,Faculdade,Privada,www.mauriciodenassau.edu.br
5701,UNIVERSIDADE DO ESTADO DO AMAPÁ (UEAP),UEAP,Macapá,AP,Universidade,Publica,www.ueap.edu.br
830,UNIVERSIDADE FEDERAL DO AMAPÁ (UNIFAP),UNIFAP,Macapá,AP,Universidade,Publica,www.unifap.br
2771,CENTRO DE ENSINO SUPERIOR DE ILHÉUS (CESUPI),CESUPI,Ilhéus,BA,Faculdade,Privada,www.faculdadedeilheus.com.br
1364,CENTRO UNIVERSIÁRIO UNIFTC,-,Vitória da Conquista,BA,Centro Universitário,Privada,www.ftc.br
1053,CENTRO UNIVERSIÁRIO UNIFTC DE FEIRA DE SANTANA,-,Feira de Santana,BA,Centro Universitário,Privada,www.ftc.br
1461,CENTRO UNIVERSIÁRIO UNIFTC SALVADOR,-,Salvador,BA,Centro Universitário,Privada,www.ftc.br
1640,CENTRO UNIVERSITÁRIO AGES (UniAGES),UniAGES,Paripiranga,BA,Centro Universitário,Privada,www.faculdadeages.com.br
3921,CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA,-,Luís Eduardo Magalhães,BA,Centro Universitário,Privada,www.faahf.edu.br
2067,Centro Universitário de Ciências e Empreendedorismo (UNIFACEMP),UNIFACEMP,Santo Antônio de Jesus,BA,Centro Universitário,Privada,www.facemp.edu.br
2085,CENTRO UNIVERSITÁRIO DE SALVADOR (UNICEUSA),UNICEUSA,Salvador,BA,Centro Universitário,Privada,https://www.uniceusa.edu.br/
3588,CENTRO UNIVERSITÁRIO DOM PEDRO II (UNIDOMPEDRO),UNIDOMPEDRO,Salvador,BA,Centro Universitário,Privada,www.unidom.com.br
2222,Centro Universitário do Rio São Francisco Unirios (UNIRIOS),UNIRIOS,Paulo Afonso,BA,Centro Universitário,Privada,www.unirios.edu.br
1058,Centro Universitário Estácio da Bahia (Estácio Bahia),Estácio Bahia,Salvador,BA,Centro Universitário,Privada,www.estacio.br
1170,Centro Universitário FAMEC (UNIFAMEC),UNIFAMEC,Camaçari,BA,Centro Universitário,Privada,www.famec.edu.br
2023,Centro Universitário FG (UNIFG),UNIFG,Guanambi,BA,Centro Universitário,Privada,http://centrouniversitariounifg.edu.br/
1185,CENTRO UNIVERSITÁRIO JORGE AMADO (UNIJORGE),UNIJORGE,Salvador,BA,Centro Universitário,Privada,http://www.unijorge.edu.br
2474,CENTRO UNIVERSITÁRIO MARIA MILZA (UNIMAM),UNIMAM,Cruz das Almas,BA,Centro Universitário,Privada,www.famam.com.br
1055,Centro Universitário Maurício de Nassau de Salvador (Uninassau Salvador),Uninassau Salvador,Salvador,BA,Centro Universitário,Privada,www.uninassau.edu.br
1718,CENTRO UNIVERSITÁRIO NOBRE DE FEIRA DE SANTANA,-,Feira de Santana,BA,Centro Universitário,Privada,www.fan.com.br
396,Centro Universitário Ruy Barbosa Wyden (UniRuy Wyden),UniRuy Wyden,Salvador,BA,Centro Universitário,Privada,www.wyden.com.br/frb
1227,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,-,Barreiras,BA,Centro Universitário,Privada,www.fasb.edu.br
3962,CENTRO UNIVERSITÁRIO SENAI CIMATEC (SENAI CIMATEC),SENAI CIMATEC,Salvador,BA,Centro Universitário,Privada,http://www.senaicimatec.com.br
1641,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA (UNISBA),UNISBA,Salvador,BA,Centro Universitário,Privada,www.unisba.edu.br
2076,CENTRO UNIVERSITÁRIO UNIRB (UNIRB),UNIRB,Salvador,BA,Centro Universitário,Privada,www.unirb.edu.br
3864,Centro Universitário UNIRB - Alagoinhas,-,Alagoinhas,BA,Centro Universitário,Privada,www.unirb.edu.br
534,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA (EBMSP),EBMSP,Salvador,BA,Faculdade,Privada,www.bahiana.edu.br
21435,ESCOLA DE FORMAÇÃO COMPLEMENTAR DO EXÉRCITO (EsFCEx),EsFCEx,Salvador,BA,Instituição Especialmente Credenciada para oferta de cursos lato sensu,Publica,www.esfcex.ensino.eb.br
4531,FACULDADE ADVENTISTA DA BAHIA (FADBA),FADBA,Cachoeira,BA,Faculdade,Privada,www.adventista.edu.br
22093,Faculdade AGES de Medicina (Faculdade AGES),Faculdade AGES,Jacobina,BA,Faculdade,Privada,https://www.faculdadeages.com.br/jacobina
18296,Faculdade AGES de Tucano (Faculdade AGES),Faculdade AGES,Tucano,BA,Faculdade,Privada,https://www.faculdadeages.com.br/tucano/
22443,Faculdade Alfredo Nasser de Casa Nova (FAN),FAN,Casa Nova,BA,Faculdade,Privada,www.faculdadealfredonasser.edu.br
11862,FACULDADE ALFREDO NASSER DE REMANSO,-,Remanso,BA,Faculdade,Privada,www.unifan.edu.br
2944,FACULDADE ANHANGUERA DE ITABUNA,-,Itabuna,BA,Faculdade,Privada,www.facsul-ba.edu.br
1643,FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA (FAT),FAT,Feira de Santana,BA,Faculdade,Privada,www.fat.edu.br
1410,Faculdade Área1 Wyden (Área1 Wyden),Área1 Wyden,Salvador,BA,Faculdade,Privada,www.area1.edu.br
24471,FACULDADE ATENAS VALENÇA,-,Valença,BA,Faculdade,Privada,http://www.atenas.edu.br/site_atenas/
21616,FACULDADE ATUALIZA (ATUALIZA),ATUALIZA,Salvador,BA,Faculdade,Privada,http://www.atualizacursos.com.br/
3847,FACULDADE BAIANA DE DIREITO E GESTÃO,-,Salvador,BA,Faculdade,Privada,www.faculdadebaianadedireito.com.br
20537,FACULDADE BAIANA DO SENHOR DO BONFIM (FABASB),FABASB,Senhor do Bonfim,BA,Faculdade,Privada,www.fabasb.edu.br
23159,FACULDADE BARÃO DE JEQUIRIÇA (FBJ DIGITAL),FBJ DIGITAL,Valença,BA,Faculdade,Privada,www.fbjdigital.com.br
1302,FACULDADE BATISTA BRASILEIRA (FBB),FBB,Salvador,BA,Faculdade,Privada,www.fbb.br
17896,FACULDADE BRASILEIRA DE TECNOLOGIA (FBT),FBT,Feira de Santana,BA,Faculdade,Privada,www.fbt.net.br
19284,FACULDADE BRASILEIRA DO RECÔNCAVO (FBBR),FBBR,Cruz das Almas,BA,Faculdade,Privada,www.fbbr.com.br
1394,FACULDADE CASTRO ALVES (FCA),FCA,Salvador,BA,Faculdade,Privada,www.castroalves.br
16918,FACULDADE CATÓLICA DE FEIRA DE SANTANA,-,Feira de Santana,BA,Faculdade,Privada,catolicadefeira.com.br
10058,FACULDADE DA FRATERNIDADE DE VALENÇA (FFV),FFV,Valença,BA,Faculdade,Privada,www.ffv.edu.br
18636,Faculdade da Região Sisaleira (FARESI),FARESI,Conceição do Coité,BA,Faculdade,Privada,faresi.edu.br
152,FACULDADE DE CIÊNCIAS CONTÁBEIS (FACIC),FACIC,Salvador,BA,Faculdade,Privada,www.cairu.br
3216,FACULDADE DE CIÊNCIAS DA BAHIA - FACIBA (FACIBA),FACIBA,Salvador,BA,Faculdade,Privada,www.faciba.com.br
2753,Faculdade de Ciências Educacionais de Capim Grosso (FCG),FCG,Capim Grosso,BA,Faculdade,Privada,www.faculdadecapimgrosso.com.br
5473,FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA (FACITE),FACITE,Santa Maria da Vitória,BA,Faculdade,Privada,www.facite-edu.com
1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS (FACISA),FACISA,Itamaraju,BA,Faculdade,Privada,www.facisaba.com.br
22086,Faculdade de Educação Social da Bahia (FAESB),FAESB,Valença,BA,Faculdade,Privada,https://faculdadefaesb.com.br/
2560,FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA (FAESF/UNEF),FAESF/UNEF,Feira de Santana,BA,Faculdade,Privada,www.unef.edu.br
14996,FACULDADE DE GESTAO E NEGOCIOS DE SALVADOR (FGN),FGN,Salvador,BA,Faculdade,Privada,www.unirb.edu.br
13782,FACULDADE DE SANTA CRUZ DA BAHIA (FSC),FSC,Itaberaba,BA,Faculdade,Privada,www.fsc.edu.br
17498,FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA (FASA),FASA,Vitória da Conquista,BA,Faculdade,Privada,https://vic.fasa.edu.br/
20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,Juazeiro,BA,Faculdade,Privada,http://www.ftc.br/juazeiro/home/
12922,FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA (FATEC/BA),FATEC/BA,Alagoinhas,BA,Faculdade,Privada,www.fatecba.edu.br
1642,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA (FTC),FTC,Itabuna,BA,Faculdade,Privada,www.ftc.br
1645,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ (FTC),FTC,Jequié,BA,Faculdade,Privada,www.ftc.br
2402,Faculdade de Tecnologia e Ciências de Salvador (FTC Salvador),FTC Salvador,Salvador,BA,Faculdade,Privada,http://portal.ftc.br/campuscomercio/
22787,FACULDADE DE TECNOLOGIA E CIÊNCIAS - FTC CAMAÇARI (FTC CAMAÇARI),FTC CAMAÇARI,Camaçari,BA,Faculdade,Privada,www.ftc.edu.br
1411,FACULDADE DOIS DE JULHO (F2J),F2J,Salvador,BA,Faculdade,Privada,f2j.edu.br/
3669,FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA (FDL),FDL,Ribeira do Pombal,BA,Faculdade,Privada,www.unidom.com.br
4460,FACULDADE DOM PEDRO II DE TECNOLOGIA (FDP II Tec),FDP II Tec,Salvador,BA,Faculdade,Privada,www.unidom.com.br
20122,FACULDADE DOMUS SAPIENS (FDS),FDS,Juazeiro,BA,Faculdade,Privada,http://www.fds.edu.br/
14975,FACULDADE DO NORDESTE DA BAHIA (FANEB),FANEB,Coronel João Sá,BA,Faculdade,Privada,www.faneb.com.br
11951,FACULDADE DO SERTÃO BAIANO (FASBE),FASBE,Monte Santo,BA,Faculdade,Privada,www.fasbms.com.br
1790,FACULDADE DO SUL DA BAHIA (FASB),FASB,Teixeira de Freitas,BA,Faculdade,Privada,www.ffassis.edu.br
21978,Faculdade Edufor de Salvador (EDUFOR),EDUFOR,Salvador,BA,Faculdade,Privada,https://fatecba.edu.br/salvador/
2500,FACULDADE EINSTEIN,-,Salvador,BA,Faculdade,Privada,www.facei.edu.br
17876,FACULDADE ESPÍRITO SANTO (FAES),FAES,Eunápolis,BA,Faculdade,Privada,http://www.faes.edu.br/
22076,Faculdade Estácio de Alagoinhas,-,Alagoinhas,BA,Faculdade,Privada,www.estacio.br
13783,FACULDADE ESTÁCIO DE FEIRA DE SANTANA (ESTÁCIO FEIRA DE SAN),ESTÁCIO FEIRA DE SAN,Feira de Santana,BA,Faculdade,Privada,http://portal.estacio.br/
2163,FACULDADE EUGÊNIO GOMES (FEG),FEG,Ipirá,BA,Faculdade,Privada,www.faculdadeeugeniogomes.com.br
1639,FACULDADE HÉLIO ROCHA (FHR),FHR,Salvador,BA,Faculdade,Privada,www.heliorocha.com.br
1758,FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,Vitória da Conquista,BA,Faculdade,Privada,www.fainor.com.br
15504,FACULDADE IRECÊ (FAI),FAI,Irecê,BA,Faculdade,Privada,www.faifaculdade.com.br
3230,FACULDADE LUIZ EDUARDO MAGALHÃES (FILEM),FILEM,Luís Eduardo Magalhães,BA,Faculdade,Privada,http://www.filem.edu.br
2427,FACULDADE LUSÓFONA DA BAHIA (FL-BA),FL-BA,Salvador,BA,Faculdade,Privada,https://faculdadelusofona.com.br
3268,FACULDADE MADRE THAIS (FMT),FMT,Ilhéus,BA,Faculdade,Privada,www.faculdademadrethais.com.br
19343,FACULDADE MAURÍCIO DE NASSAU DE ITABUNA (FMN DE ITABUNA),FMN DE ITABUNA,Itabuna,BA,Faculdade,Privada,www.mauriciodenassau.edu.br
3377,FACULDADE MONTESSORIANO DE SALVADOR (FAMA),FAMA,Salvador,BA,Faculdade,Privada,www.montessoriano.com.br/faculdade
2140,FACULDADE NOSSA SENHORA DE LOURDES (FNSL),FNSL,Porto Seguro,BA,Faculdade,Privada,www.faculdadefnsl.com.br
1524,FACULDADE OLGA METTIG (FAMETTIG),FAMETTIG,Salvador,BA,Faculdade,Privada,faculdadeolgamettig.edu.br
4538,FACULDADE PARQUE (FAP),FAP,Salvador,BA,Faculdade,Privada,www.faculdadeparque.com.br
19256,Faculdade Pitágoras de Brumado,-,Brumado,BA,Faculdade,Privada,www.faculdadepitagoras.com.br
19298,Faculdade Pitagoras de Eunapolis (FPE),FPE,Eunápolis,BA,Faculdade,Privada,www.faculdadepitagoras.com.br
20587,Faculdade Pitágoras de Irecê (FPI),FPI,Irecê,BA,Faculdade,Privada,www.faculdadepitagoras.com.br
19283,Faculdade Pitagoras de Jacobina,-,Jacobina,BA,Faculdade,Privada,www.faculdadepitagoras.com.br
19260,Faculdade Pitágoras de Jequié (FPJ),FPJ,Jequié,BA,Faculdade,Privada,www.faculdadepitágoras.com.br
19780,Faculdade Pitágoras Unopar de Guanambi (FPG),FPG,Guanambi,BA,Faculdade,Privada,www.faculdadepitagoras.com.br
4747,FACULDADE REGIONAL DE RIACHÃO DO JACUÍPE (FARJ),FARJ,Riachão do Jacuípe,BA,Faculdade,Privada,www.farj-rj.com
16225,Faculdade Regional do Jacuípe (FARJ),FARJ,Capim Grosso,BA,Faculdade,Privada,ww.farj-edu.com.br
25511,FACULDADE SANAR (SANAR),SANAR,Salvador,BA,Faculdade,Privada,www.faculdadesanar.com.br
22763,FACULDADE SANTA CASA (FSC),FSC,Salvador,BA,Faculdade,Privada,faculdade.santacasaba.org.br
1455,FACULDADE SANTÍSSIMO SACRAMENTO (FSSS),FSSS,Alagoinhas,BA,Faculdade,Privada,www.fsssacramento.br
1902,FACULDADE SANTO AGOSTINHO (FACSA),FACSA,Ipiaú,BA,Faculdade,Privada,www.facsa.com.br
22088,FACULDADE SANTO AGOSTINHO DE ITABUNA (FASAI),FASAI,Itabuna,BA,Faculdade,Privada,www.fasa.edu.br
17433,FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA (FASAVIC),FASAVIC,Vitória da Conquista,BA,Faculdade,Privada,https://vic.fasa.edu.br/
3285,FACULDADE SANTO ANTONIO (FSA),FSA,Alagoinhas,BA,Faculdade,Privada,fsaa.edu.br
18059,FACULDADE SANTO ANTONIO DE QUEIMADAS (FSAQ),FSAQ,Queimadas,BA,Faculdade,Privada,www.nossafaculdade.com.br
3270,FACULDADE SÃO BENTO DA BAHIA (FSBB),FSBB,Salvador,BA,Faculdade,Privada,www.unidom.com.br
2581,FACULDADE SÃO SALVADOR (FSS),FSS,Salvador,BA,Faculdade,Privada,www.saosalvador.edu.br
3774,FACULDADE SÃO TOMAZ DE AQUINO (FSTA),FSTA,Salvador,BA,Faculdade,Privada,www.saotomazdeaquino.edu.br
17758,Faculdades FAMEP Unidade Euclides da Cunha - BA (FAMEP),FAMEP,Euclides da Cunha,BA,Faculdade,Privada,www.famep.com.br
22521,FACULDADES FAMEP Unidade Irará - BA (FAMEP),FAMEP,Irará,BA,Faculdade,Privada,www.famep.com.br
2632,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA (UNESULBAHIA),UNESULBAHIA,Eunápolis,BA,Faculdade,Privada,www.unesulbahia.com.br
3609,FACULDADES INTEGRADAS IPITANGA (FACIIP),FACIIP,Lauro de Freitas,BA,Faculdade,Privada,www.faciip.com.br
22104,Faculdades Integradas Padrão (FIP GUANAMBI),FIP GUANAMBI,Guanambi,BA,Faculdade,Privada,www.fip-gbi.edu.br
20605,Faculdades Sulamérica Bahia,-,Luís Eduardo Magalhães,BA,Faculdade,Privada,https://sulamericafaculdade.com.br/
21226,FACULDADE SUDOESTE (FASU),FASU,Vitória da Conquista,BA,Faculdade,Privada,http://fasu.com.br/
12749,"FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA (FAPEC)",FAPEC,Jequié,BA,Faculdade,Privada,www.faculdadefapec.com.br
3365,FACULDADE UNIBRAS DA BAHIA (FACBRAS),FACBRAS,Juazeiro,BA,Faculdade,Privada,faculdadeunibras.com.br/juazeiro
17816,FACULDADE UNINASSAU FEIRA DE SANTANA,-,Feira de Santana,BA,Faculdade,Privada,www.mauriciodenassau.edu.br
